應掕擔,巟忈売強,巟忈忣曬,捠徧慄,憱峴曽岦,僉儘掱,埵抲,捈嬋俼,僇儞僩,曃偄検,専弌婍No,専弌嫍棧X,専弌嫍棧Y,婎弨抣,巟忈検,巟忈埵抲,巄掕儔儞僋,應掕懍搙,價僨僆妋擣擔,價僨僆妋擣売強,價僨僆妋擣幰,價僨僆妋擣偵傛傞懳徾暔,巟忈暔妋擣傪峴偆扴摉暘栰,夋憸僼傽僀儖柤,巟忈暔妋擣扴摉媄僙摍,尰抧妋擣偺梫斲,妋擣擔,妋擣幰強懏(夛幮),妋擣幰,應掕梫斲,應掕曽朄,懳徾暔,巟忈愝旛曐庣媄僙摍,幚僉儘掱(m),嵍塃暿,尷奅庬暿,應掕埵抲庬暿,嬋慄俼(m),幚僇儞僩(mm),奼戝悺朄(mm),幚婎弨抣(mm),巟忈桳柍,幚棧傟(mm)X,幚崅偝(mm)Y,幚巟忈検(mm),巟忈埵抲,妋掕儔儞僋,僠僃僢僋,婰帠,慬抲寁夋丒寢壥,TCL(m),ECC丄BCC傑偱(m),嬋慄俼乮戝乯(m),嬋慄俼乮彫乯(m),拞娫TCL(m),EIT丄BIT傑偱(m),嬋慄俼(婲)(m),嬋慄俼乮廔乯(m),BRT偐傜PRC(m),ERT偐傜PRC(m),BRT傑偱(m),巟幮乮庡娗乯採弌擔,巟幮乮搚栘乯採弌擔
2022/9/30 7:52,3724,,搶杒杮慄,壓傝,364375,嵍,0,0,-6,2,-1849,1198,1900,51,懁曽忋晹,C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3725,,搶杒杮慄,壓傝,364369,嵍,0,0,4,1,-1551,481,1575,24,懁曽壓晹,C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3733,S,搶杒杮慄,壓傝,364374,嵍,0,0,13,3,-1862,1425,1900,38,懁曽忋晹,C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3733,E,搶杒杮慄,壓傝,364375,嵍,0,0,13,3,-1801,1416,1900,99,懁曽忋晹,C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3737,,搶杒杮慄,壓傝,364379,嵍,0,0,3,4,-1839,1728,1900,61,懁曽忋晹(憢晹),C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3738,,搶杒杮慄,壓傝,364376,嵍,0,0,10,1,-1573,647,1575,2,懁曽壓晹,C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3743,,搶杒杮慄,壓傝,364385,嵍,0,0,0,2,-1837,1130,1900,63,懁曽忋晹,C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3751,,搶杒杮慄,壓傝,364388,嵍,0,0,9,4,-1862,2047,1900,38,懁曽忋晹(憢晹),C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3752,,搶杒杮慄,壓傝,364388,嵍,0,0,10,4,-1899,1834,1900,1,懁曽忋晹(憢晹),C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3755,,搶杒杮慄,壓傝,364388,嵍,0,0,20,5,-1874,1987,1900,26,懁曽忋晹(憢晹),C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3764,,搶杒杮慄,壓傝,364392,嵍,0,0,22,5,-1804,1988,1900,96,懁曽忋晹(憢晹),C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3765,,搶杒杮慄,壓傝,364397,嵍,0,0,15,2,-1844,1033,1900,56,懁曽忋晹,C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3767,,搶杒杮慄,壓傝,364396,嵍,0,0,7,4,-1839,1808,1900,61,懁曽忋晹(憢晹),C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3773,S,搶杒杮慄,壓傝,364398,嵍,0,0,12,2,-1856,1169,1900,44,懁曽忋晹,C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3773,E,搶杒杮慄,壓傝,364399,嵍,0,0,12,2,-1872,1111,1900,28,懁曽忋晹,C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3775,,搶杒杮慄,壓傝,364395,嵍,0,0,15,3,-1808,1477,1900,92,懁曽忋晹,C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3780,,搶杒杮慄,壓傝,364400,嵍,0,0,4,6,-1821,2363,1900,79,懁曽忋晹(憢晹),C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3782,,搶杒杮慄,壓傝,364404,嵍,0,0,4,2,-1858,1136,1900,42,懁曽忋晹,C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3784,,搶杒杮慄,壓傝,364403,嵍,0,0,4,4,-1806,1843,1900,94,懁曽忋晹(憢晹),C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3787,,搶杒杮慄,壓傝,364403,嵍,0,0,4,4,-1855,1674,1900,45,懁曽忋晹(憢晹),C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3789,,搶杒杮慄,壓傝,364406,嵍,0,0,2,7,-1869,2968,1900,31,懁曽忋晹,C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3790,,搶杒杮慄,壓傝,364407,嵍,0,0,8,2,-1845,959,1900,55,懁曽忋晹,C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3796,,搶杒杮慄,壓傝,364404,嵍,0,0,15,3,-1865,1602,1900,35,懁曽忋晹(憢晹),C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3801,,搶杒杮慄,壓傝,364408,嵍,0,0,8,6,-1889,2302,1900,11,懁曽忋晹(憢晹),C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3802,,搶杒杮慄,壓傝,364406,嵍,0,0,17,3,-1836,1346,1900,64,懁曽忋晹,C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3818,,搶杒杮慄,壓傝,364418,嵍,0,0,14,2,-1864,1231,1900,36,懁曽忋晹,C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3820,,搶杒杮慄,壓傝,364412,嵍,0,0,16,3,-1820,1577,1900,80,懁曽忋晹,C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3827,,搶杒杮慄,壓傝,364419,嵍,0,0,14,7,-1828,2734,1900,72,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3833,,搶杒杮慄,壓傝,364421,嵍,0,0,9,2,-1853,1228,1900,47,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3839,,搶杒杮慄,壓傝,364422,嵍,0,0,5,2,-1895,1258,1900,5,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3845,,搶杒杮慄,壓傝,364423,嵍,0,0,4,2,-1870,978,1900,30,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3859,,搶杒杮慄,壓傝,364420,嵍,0,0,16,3,-1896,1676,1900,4,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3866,,搶杒杮慄,壓傝,364424,嵍,0,0,12,3,-1847,1378,1900,53,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3872,,搶杒杮慄,壓傝,364435,嵍,0,0,-1,2,-1851,1159,1900,49,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3875,,搶杒杮慄,壓傝,364437,嵍,0,0,-4,2,-1885,971,1900,15,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3879,,搶杒杮慄,壓傝,364440,嵍,0,0,1,2,-1882,1058,1900,18,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3880,,搶杒杮慄,壓傝,364435,嵍,0,0,3,3,-1848,1636,1900,52,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3883,,搶杒杮慄,壓傝,364442,嵍,0,0,3,2,-1816,1032,1900,84,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3886,,搶杒杮慄,壓傝,364444,嵍,0,0,4,2,-1803,1194,1900,97,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3888,,搶杒杮慄,壓傝,364445,嵍,0,0,8,2,-1822,1050,1900,78,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3889,,搶杒杮慄,壓傝,364441,嵍,0,0,7,3,-1898,1424,1900,2,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3891,,搶杒杮慄,壓傝,364442,嵍,0,0,6,3,-1871,1627,1900,29,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3892,,搶杒杮慄,壓傝,364443,嵍,0,0,8,1,-1548,523,1575,27,懁曽壓晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3894,,搶杒杮慄,壓傝,364449,嵍,0,0,-1,7,-1830,2696,1900,70,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3901,,搶杒杮慄,壓傝,364449,嵍,0,0,-3,4,-1897,1628,1900,3,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3902,,搶杒杮慄,壓傝,364449,嵍,0,0,-9,6,-1811,2615,1900,89,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3905,,搶杒杮慄,壓傝,364446,嵍,0,0,5,1,-1557,696,1575,18,懁曽壓晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3906,,搶杒杮慄,壓傝,364448,嵍,0,0,2,5,-1864,1962,1900,36,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3908,,搶杒杮慄,壓傝,364450,嵍,0,0,4,5,-1891,2313,1900,9,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3909,,搶杒杮慄,壓傝,364451,嵍,0,0,-2,6,-1830,2480,1900,70,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3910,,搶杒杮慄,壓傝,364454,嵍,0,0,2,2,-1836,1305,1900,64,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3920,,搶杒杮慄,壓傝,364461,嵍,0,0,-2,7,-1850,2771,1900,50,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3922,,搶杒杮慄,壓傝,364460,嵍,0,0,15,5,-1848,2299,1900,52,懁曽忋晹(憢晹),C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3923,,搶杒杮慄,壓傝,364461,嵍,0,0,4,6,-1814,2714,1900,86,懁曽忋晹(憢晹),C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3924,,搶杒杮慄,壓傝,364459,嵍,0,0,12,3,-1888,1384,1900,12,懁曽忋晹,C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3925,,搶杒杮慄,壓傝,364466,嵍,0,0,3,2,-1823,1048,1900,77,懁曽忋晹,C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3926,,搶杒杮慄,壓傝,364461,嵍,0,0,12,1,-1830,981,1900,70,懁曽忋晹,C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3931,,搶杒杮慄,壓傝,364467,嵍,0,0,7,4,-1802,1637,1900,98,懁曽忋晹(憢晹),C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3933,,搶杒杮慄,壓傝,364464,嵍,0,0,15,3,-1851,1527,1900,49,懁曽忋晹,C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3935,,搶杒杮慄,壓傝,364464,嵍,0,0,14,1,-1828,944,1900,72,懁曽忋晹,C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3937,,搶杒杮慄,壓傝,364468,嵍,0,0,15,5,-1874,2148,1900,26,懁曽忋晹(憢晹),C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3949,,搶杒杮慄,壓傝,364477,嵍,0,0,0,4,-1873,1714,1900,27,懁曽忋晹(憢晹),C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3950,,搶杒杮慄,壓傝,364473,嵍,0,0,4,1,-1878,953,1900,22,懁曽忋晹,C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3951,,搶杒杮慄,壓傝,364475,嵍,0,0,7,1,-1857,922,1900,43,懁曽忋晹,C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3952,,搶杒杮慄,壓傝,364481,嵍,0,0,-2,2,-1846,971,1900,54,懁曽忋晹,C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3953,,搶杒杮慄,壓傝,364477,嵍,0,0,11,1,-1816,967,1900,84,懁曽忋晹,C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3961,,搶杒杮慄,壓傝,364498,嵍,0,0,3,2,-1847,1014,1900,53,懁曽忋晹,C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3962,,搶杒杮慄,壓傝,364499,嵍,0,0,4,2,-1839,927,1900,61,懁曽忋晹,C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3964,,搶杒杮慄,壓傝,364496,嵍,0,0,14,3,-1842,1443,1900,58,懁曽忋晹,C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3974,,搶杒杮慄,壓傝,364501,嵍,0,0,18,3,-1883,1453,1900,17,懁曽忋晹,C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3982,,搶杒杮慄,壓傝,364510,嵍,0,0,1,4,-1832,1912,1900,68,懁曽忋晹(憢晹),C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3989,,搶杒杮慄,壓傝,364513,嵍,0,0,5,4,-1844,1811,1900,56,懁曽忋晹(憢晹),C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3990,,搶杒杮慄,壓傝,364510,嵍,0,0,10,1,-1557,561,1575,18,懁曽壓晹,C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3991,,搶杒杮慄,壓傝,364511,嵍,0,0,11,3,-1803,1344,1900,97,懁曽忋晹,C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3995,,搶杒杮慄,壓傝,364518,嵍,0,0,4,2,-1859,1132,1900,41,懁曽忋晹,C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,3996,,搶杒杮慄,壓傝,364514,嵍,0,0,11,5,-1858,2024,1900,42,懁曽忋晹(憢晹),C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,4012,,搶杒杮慄,壓傝,364523,嵍,0,0,0,4,-1832,1681,1900,68,懁曽忋晹(憢晹),C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,4013,,搶杒杮慄,壓傝,364524,嵍,0,0,-2,4,-1812,1824,1900,88,懁曽忋晹(憢晹),C,76,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,4016,,搶杒杮慄,壓傝,364521,嵍,0,0,11,3,-1811,1444,1900,89,懁曽忋晹,C,76,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,4020,,搶杒杮慄,壓傝,364527,嵍,0,0,4,4,-1802,1733,1900,98,懁曽忋晹(憢晹),C,76,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,4024,,搶杒杮慄,壓傝,364525,嵍,0,0,12,3,-1833,1508,1900,67,懁曽忋晹,C,76,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,4028,,搶杒杮慄,壓傝,364529,嵍,0,0,3,4,-1840,1823,1900,60,懁曽忋晹(憢晹),C,76,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,4043,,搶杒杮慄,壓傝,364532,嵍,0,0,16,3,-1879,1372,1900,21,懁曽忋晹,C,76,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,4044,,搶杒杮慄,壓傝,364533,嵍,0,0,14,1,-1565,828,1575,10,懁曽壓晹,C,76,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,4047,,搶杒杮慄,壓傝,364537,嵍,0,0,16,5,-1806,2162,1900,94,懁曽忋晹(憢晹),C,76,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,4052,,搶杒杮慄,壓傝,364543,嵍,0,0,0,2,-1560,907,1575,15,懁曽壓晹,C,76,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,4054,,搶杒杮慄,壓傝,364542,嵍,0,0,2,4,-1851,1851,1900,49,懁曽忋晹(憢晹),C,76,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:52,4055,,搶杒杮慄,壓傝,364539,嵍,0,0,10,3,-1848,1242,1900,52,懁曽忋晹,C,76,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
