測定日,支障箇所,支障情報,通称線,走行方向,キロ程,位置,直曲Ｒ,カント,偏い量,検出器No,検出距離X,検出距離Y,基準値,支障量,支障位置,暫定ランク,測定速度,ビデオ確認日,ビデオ確認箇所,ビデオ確認者,ビデオ確認による対象物,支障物確認を行う担当分野,画像ファイル名,支障物確認担当技セ等,現地確認の要否,確認日,確認者所属(会社),確認者,測定要否,測定方法,対象物,支障設備保守技セ等,実キロ程(m),左右別,限界種別,測定位置種別,曲線Ｒ(m),実カント(mm),拡大寸法(mm),実基準値(mm),支障有無,実離れ(mm)X,実高さ(mm)Y,実支障量(mm),支障位置2,確定ランク,チェック,記事,措置計画・結果,TCL(m),ECC、BCCまで(m),曲線Ｒ（大）(m),曲線Ｒ（小）(m),中間TCL(m),EIT、BITまで(m),曲線Ｒ(起)(m),曲線Ｒ（終）(m),BRTからPRC(m),ERTからPRC(m),BRTまで(m),支社（主管）提出日,支社（土木）提出日
2023/7/9 23:38,1642,S,烏山線,下り,7902,左,0,0,-21,24,-1824,1542,1900,76,側方上部,C,33,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:38,1642,E,烏山線,下り,7903,左,0,0,-20,24,-1825,1469,1900,75,側方上部,C,33,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:38,1643,,烏山線,下り,7901,左,0,0,-26,22,-1864,2233,1900,36,側方上部(窓部),C,33,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:38,1646,,烏山線,下り,7901,左,0,0,-18,21,-1891,2385,1900,9,側方上部(窓部),C,33,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:38,1649,,烏山線,下り,7902,左,0,0,2,23,-1838,2043,1900,62,側方上部(窓部),C,33,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:38,1650,,烏山線,下り,7903,左,0,0,7,23,-1885,1664,1900,15,側方上部(窓部),C,33,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:38,1653,,烏山線,下り,7902,左,0,0,2,25,-1825,1086,1900,75,側方上部,C,33,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:38,1658,,烏山線,下り,7921,右,0,0,-11,3,1809,1363,1900,91,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:38,1664,,烏山線,下り,7984,右,0,0,-8,3,1876,1282,1900,24,側方上部,C,35,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:38,1666,,烏山線,下り,7985,右,0,0,-8,3,1889,1334,1900,11,側方上部,C,35,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:38,1667,,烏山線,下り,7986,右,0,0,-7,3,1847,1629,1900,53,側方上部(窓部),C,35,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:38,1670,,烏山線,下り,7983,右,0,0,1,4,1813,1746,1900,87,側方上部(窓部),C,35,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:38,1671,,烏山線,下り,7988,右,0,0,-7,1,1548,445,1575,27,側方下部,C,35,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:38,1674,,烏山線,下り,7990,右,0,0,-9,1,1818,1011,1900,82,側方上部,C,35,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:38,1679,,烏山線,下り,7988,右,0,0,-6,2,1851,1056,1900,49,側方上部,C,35,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:38,1680,,烏山線,下り,7989,右,0,0,-6,2,1806,1084,1900,94,側方上部,C,35,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:38,1696,,烏山線,下り,8239,左,0,0,-12,26,-1574,439,1575,1,側方下部,C,33,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1729,,烏山線,下り,8337,右,500,27,35,3,1879,1247,1946,67,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1733,,烏山線,下り,8338,右,500,27,41,3,1895,1527,1946,51,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1739,S,烏山線,下り,8339,右,500,27,43,3,1933,1304,1946,13,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1739,E,烏山線,下り,8340,右,500,27,44,3,1893,1264,1946,53,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1743,,烏山線,下り,8340,右,500,27,41,3,1922,1399,1946,24,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1746,,烏山線,下り,8343,右,500,27,27,1,1600,550,1621,21,側方下部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1747,,烏山線,下り,8337,右,500,27,-39,2,1848,1010,1946,98,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1748,,烏山線,下り,8338,右,500,27,-36,2,1943,995,1946,3,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1753,,烏山線,下り,8351,右,500,27,23,1,1618,669,1621,3,側方下部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1758,,烏山線,下り,8375,右,500,27,32,1,1859,980,1946,87,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1759,,烏山線,下り,8377,右,500,27,25,3,1847,1241,1946,99,側方上部,C,33,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1760,,烏山線,下り,8377,右,500,27,24,3,1911,1260,1946,35,側方上部,C,33,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1764,,烏山線,下り,8377,右,500,27,-36,2,1934,1191,1946,12,側方上部,C,33,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1768,,烏山線,下り,8390,右,500,27,27,1,1933,967,1946,13,側方上部,C,33,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1770,,烏山線,下り,8395,右,500,27,22,1,1920,1015,1946,26,側方上部,C,32,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1771,,烏山線,下り,8391,右,500,27,-38,2,1905,943,1946,41,側方上部,C,32,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1772,,烏山線,下り,8393,右,500,27,-32,2,1927,1078,1946,19,側方上部,C,32,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1773,,烏山線,下り,8395,右,500,27,-35,2,1887,928,1946,59,側方上部,C,32,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1785,,烏山線,下り,8432,左,500,27,-37,25,-1616,865,1621,5,側方下部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1795,,烏山線,下り,8516,左,500,27,1,25,-1854,1147,1916,62,側方上部,C,39,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1799,,烏山線,下り,8527,左,500,27,-24,22,-1846,2228,1904,58,側方上部(窓部),C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1800,,烏山線,下り,8524,左,500,27,-11,25,-1849,1066,1907,58,側方上部,C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1806,,烏山線,下り,8532,左,0,0,4,25,-1889,973,1900,11,側方上部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1808,S,烏山線,下り,8541,左,0,0,-7,26,-1830,988,1900,70,側方上部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1808,M,烏山線,下り,8542,左,0,0,-7,26,-1822,938,1900,78,側方上部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1808,E,烏山線,下り,8542,左,0,0,-7,26,-1830,977,1900,70,側方上部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1809,,烏山線,下り,8539,左,0,0,0,25,-1894,923,1900,6,側方上部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1810,,烏山線,下り,8546,左,0,0,-7,26,-1563,481,1575,12,側方下部,C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1811,,烏山線,下り,8541,左,0,0,-7,25,-1859,981,1900,41,側方上部,C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1815,,烏山線,下り,8550,左,0,0,-6,26,-1546,531,1575,29,側方下部,C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1818,,烏山線,下り,8553,右,0,0,0,1,1567,738,1575,8,側方下部,C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1820,,烏山線,下り,8550,左,0,0,-3,25,-1571,891,1575,4,側方下部,C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1822,,烏山線,下り,8561,左,0,0,-12,26,-1552,583,1575,23,側方下部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1833,,烏山線,下り,8586,左,0,0,-5,26,-1572,449,1575,3,側方下部,C,36,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1835,,烏山線,下り,8587,左,0,0,-6,24,-1805,1582,1900,95,側方上部(窓部),C,36,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1838,,烏山線,下り,8585,左,0,0,0,25,-1889,1172,1900,11,側方上部,C,36,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1839,,烏山線,下り,8587,左,0,0,8,23,-1806,1637,1900,94,側方上部(窓部),C,36,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1841,,烏山線,下り,8594,左,0,0,-12,24,-1842,1409,1900,58,側方上部,C,36,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1844,,烏山線,下り,8594,左,0,0,-3,25,-1858,1158,1900,42,側方上部,C,35,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1845,,烏山線,下り,8595,左,0,0,-2,25,-1808,1249,1900,92,側方上部,C,35,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:39,1858,,烏山線,下り,8735,左,0,0,-15,25,-1865,1275,1900,35,側方上部,C,36,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1864,,烏山線,下り,8991,右,0,0,2,2,1835,1096,1900,65,側方上部,C,40,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1870,,烏山線,下り,9092,右,400,34,-12,3,1885,1378,1910,25,側方上部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1873,,烏山線,下り,9095,右,400,34,-10,3,1839,1488,1915,76,側方上部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1874,,烏山線,下り,9093,右,400,34,4,2,1827,1269,1912,85,側方上部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1875,,烏山線,下り,9093,右,400,34,3,2,1871,1168,1912,41,側方上部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1876,,烏山線,下り,9095,右,400,34,1,4,1845,1747,1915,70,側方上部(窓部),C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1877,,烏山線,下り,9096,右,400,34,1,4,1821,1881,1916,95,側方上部(窓部),C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1878,,烏山線,下り,9094,右,400,34,3,2,1841,1070,1913,72,側方上部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1883,,烏山線,下り,9126,右,400,34,36,2,1956,996,1957,1,側方上部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1887,,烏山線,下り,9203,右,400,34,-44,5,1935,2163,1957,22,側方上部(窓部),C,35,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1888,,烏山線,下り,9206,右,400,34,-39,9,1720,3496,2150,11,上部,C,35,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1894,,烏山線,下り,9207,右,400,34,19,7,1945,2924,1957,12,側方上部(窓部),C,35,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1897,,烏山線,下り,9222,右,400,34,-54,5,1895,2096,1957,62,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1898,,烏山線,下り,9222,右,400,34,-59,5,1910,2026,1957,47,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1905,,烏山線,下り,9265,右,400,34,-54,1,1613,548,1632,19,側方下部,C,35,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1908,,烏山線,下り,9262,左,400,34,40,25,-1887,1113,1957,70,側方上部,C,35,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1910,,烏山線,下り,9275,右,400,34,-33,6,1879,2312,1957,78,側方上部(窓部),C,36,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1911,,烏山線,下り,9274,右,400,34,-33,4,1883,1687,1957,74,側方上部(窓部),C,36,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1915,,烏山線,下り,9274,右,400,34,41,2,1907,1284,1957,50,側方上部,C,36,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1917,,烏山線,下り,9291,左,400,34,-52,26,-1620,679,1632,12,側方下部,C,36,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1927,,烏山線,下り,9340,左,400,34,-39,21,-1912,2344,1957,45,側方上部(窓部),C,38,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1930,,烏山線,下り,9354,右,400,34,-47,4,1931,1853,1957,26,側方上部(窓部),C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1931,,烏山線,下り,9358,右,400,34,-43,8,1879,3257,2150,19,上部,C,37,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1940,,烏山線,下り,9401,右,400,34,-5,2,1835,1098,1909,74,側方上部,C,35,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1941,,烏山線,下り,9401,右,400,34,-4,2,1849,1082,1909,60,側方上部,C,35,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1942,,烏山線,下り,9402,右,400,34,-3,2,1876,960,1907,31,側方上部,C,35,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1945,,烏山線,下り,9415,左,0,0,-6,25,-1829,1167,1900,71,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1948,,烏山線,下り,9427,左,400,34,-10,26,-1558,876,1585,27,側方下部,C,35,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1954,,烏山線,下り,9438,左,400,34,22,21,-1848,2357,1927,79,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1959,,烏山線,下り,9443,左,400,34,1,24,-1894,1356,1935,41,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1967,,烏山線,下り,9451,右,400,34,38,1,1873,932,1947,74,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1969,,烏山線,下り,9447,左,400,34,-29,25,-1869,928,1941,72,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1971,,烏山線,下り,9451,右,400,34,22,4,1905,1661,1947,42,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1975,,烏山線,下り,9462,右,400,34,31,3,1902,1579,1957,55,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1976,,烏山線,下り,9462,右,400,34,37,5,1866,2042,1957,91,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1978,S,烏山線,下り,9462,右,400,34,40,5,1872,2001,1957,85,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:40,1978,E,烏山線,下り,9463,右,400,34,43,5,1861,2214,1957,96,側方上部(窓部),C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:41,2042,,烏山線,下り,9819,左,400,34,-45,25,-1935,1099,1957,22,側方上部,C,33,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:41,2043,,烏山線,下り,9827,左,400,34,-41,25,-1948,970,1957,9,側方上部,C,34,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:41,2048,,烏山線,下り,9854,右,400,34,39,1,1606,446,1632,26,側方下部,C,32,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:41,2056,,烏山線,下り,9871,右,400,34,22,1,1912,1021,1950,38,側方上部,C,31,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:41,2057,,烏山線,下り,9874,右,400,34,17,1,1921,930,1945,24,側方上部,C,31,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/7/9 23:41,2058,,烏山線,下り,9871,右,400,34,-31,2,1941,1162,1950,9,側方上部,C,31,,日本線路技術,,草木,保線,,宇都宮保線技術ｾﾝﾀｰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
